,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(km/l),Engine(CC),Power(bhp),Seats,New_Price(Lakh),Brand
2974,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,9427.7,2014,75136,Diesel,Manual,First,22.7,1498,89.84,5.0,,Ford
2975,Maruti Ritz VXI,Hyderabad,6208.49,2014,32500,Petrol,Manual,Second,21.1,1197,85.8,5.0,,Maruti
2976,Hyundai i20 1.4 CRDi Magna,Hyderabad,4752.18,2010,94500,Diesel,Manual,Second,21.9,1396,90.0,5.0,,Hyundai
2977,Maruti Dzire VXI,Hyderabad,8415.95,2013,34900,Petrol,Manual,First,22.0,1197,81.8,5.0,7.97,Maruti
2978,Porsche Panamera 2010 2013 4S,Coimbatore,65779.31,2010,42400,Petrol,Automatic,Third,8.0,4806,394.3,4.0,,Porsche
2979,Maruti Swift VDi BSIII W/ ABS,Jaipur,8737.87,2015,50000,Diesel,Manual,First,17.8,1248,75.0,5.0,,Maruti
2980,Honda Brio S MT,Kolkata,4368.94,2014,35000,Petrol,Manual,First,19.4,1198,86.8,5.0,,Honda
2981,Chevrolet Beat LS,Bangalore,3602.46,2012,37000,Petrol,Manual,Second,18.6,1199,79.4,5.0,,Chevrolet
2982,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,22626.49,2018,32807,Petrol,Automatic,First,13.0,1591,121.3,5.0,,Hyundai
2983,Honda City ZX GXi,Pune,3449.16,2008,119000,Petrol,Manual,Second,17.7,1497,78.0,5.0,,Honda
2984,Maruti Ritz LXi,Mumbai,5595.3,2016,12000,Petrol,Manual,First,18.5,1197,85.8,5.0,,Maruti
2985,Ford EcoSport 1.5 TDCi Trend,Delhi,11113.96,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5.0,,Ford
2986,BMW 3 Series 320d,Hyderabad,16387.34,2010,73336,Diesel,Automatic,First,13.2,1995,170.0,5.0,,BMW
2987,Hyundai Verna 1.6 SX VTVT,Mumbai,8431.28,2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5.0,,Hyundai
2988,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,7818.1,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102.0,8.0,,Toyota
2989,Maruti Wagon R LXI,Mumbai,4982.12,2014,25422,Petrol,Manual,First,22.5,998,67.04,5.0,5.04,Maruti
2990,Maruti Ertiga VDI,Mumbai,14179.88,2018,14000,Diesel,Manual,First,25.47,1248,88.5,7.0,11.66,Maruti
2991,Maruti Alto LXi BSIII,Hyderabad,2606.03,2008,66000,Petrol,Manual,First,19.7,796,46.3,5.0,,Maruti
2992,Maruti A-Star Vxi,Kochi,4399.6,2010,55324,Petrol,Manual,First,19.0,998,66.1,5.0,,Maruti
2993,BMW X5 3.0d,Bangalore,27210.04,2009,90000,Diesel,Automatic,First,11.0,2993,235.0,5.0,,BMW
2994,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,6898.32,2017,43000,Petrol,Manual,First,18.15,1198,82.0,5.0,7.35,Mahindra
2995,Hyundai i10 Magna AT,Bangalore,4522.23,2008,58483,Petrol,Automatic,Second,19.2,1197,80.0,5.0,,Hyundai
2996,Honda Civic 2006-2010 1.8 S AT,Pune,3985.7,2007,93000,Petrol,Automatic,Second,12.9,1799,130.0,5.0,,Honda
2997,Hyundai i10 Sportz 1.2,Hyderabad,4598.88,2010,50000,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
2998,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,23760.88,2014,78616,Diesel,Automatic,Second,14.84,2143,170.0,5.0,,Mercedes-Benz
2999,Toyota Etios G,Pune,4292.29,2011,37000,Petrol,Manual,First,17.6,1496,88.73,5.0,,Toyota
3000,Honda City 1.5 E MT,Kolkata,3832.4,2010,54801,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
3001,Maruti Swift Dzire VDI,Bangalore,8814.52,2014,29000,Diesel,Manual,First,23.4,1248,74.0,5.0,,Maruti
3002,Maruti Swift VXI,Pune,4292.29,2010,68000,Petrol,Manual,First,22.0,1197,81.8,5.0,6.99,Maruti
3003,Hyundai Verna 1.6 EX VTVT,Kolkata,7036.29,2014,58000,Petrol,Manual,First,17.01,1591,121.3,5.0,,Hyundai
3004,Maruti Ritz VDi,Pune,5595.3,2012,64290,Diesel,Manual,First,23.2,1248,73.94,5.0,,Maruti
3005,Toyota Fortuner 4x2 Manual,Mumbai,30429.26,2015,31000,Diesel,Manual,First,13.0,2982,168.5,7.0,,Toyota
3006,Jeep Compass 2.0 Limited,Pune,28359.76,2018,16039,Diesel,Manual,First,17.1,1956,170.0,5.0,23.89,Jeep
3007,Hyundai i20 Asta Option 1.2,Hyderabad,10654.07,2017,19860,Petrol,Manual,First,18.6,1197,81.83,5.0,,Hyundai
3008,Maruti Wagon R LXI CNG,Delhi,4368.94,2014,48500,CNG,Manual,Second,26.6,998,58.16,5.0,,Maruti
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,5748.6,2012,75391,Diesel,Manual,First,13.93,2179,138.0,7.0,,Tata
3010,Maruti Swift Dzire LDi,Jaipur,3525.81,2008,78000,Diesel,Manual,Second,19.3,1248,73.9,5.0,,Maruti
3011,Tata Indigo eCS eLS BS IV,Kolkata,3525.81,2016,78000,Diesel,Manual,First,25.0,1396,69.01,5.0,,Tata
3012,Maruti Swift LDI,Hyderabad,9121.11,2016,52000,Diesel,Manual,First,28.4,1248,74.0,5.0,7.27,Maruti
3013,Maruti Celerio VXI AT,Kolkata,5350.03,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5.0,,Maruti
3014,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,73122.19,2016,19254,Diesel,Automatic,First,14.69,2993,258.0,5.0,,BMW
3015,Volkswagen Polo 1.2 MPI Highline,Coimbatore,9856.93,2015,29651,Petrol,Manual,First,16.47,1198,74.0,5.0,,Volkswagen
3016,Tata Safari DICOR 2.2 LX 4x2,Bangalore,6898.32,2011,80000,Diesel,Manual,First,13.93,2179,138.03,7.0,,Tata
3017,Mini Cooper S Carbon Edition,Kolkata,60935.16,2018,2971,Petrol,Automatic,First,13.6,1598,181.0,4.0,,Mini
3018,Ford Figo Petrol Titanium,Kolkata,6131.84,2015,21400,Petrol,Manual,First,15.6,1196,70.0,5.0,,Ford
3019,Honda City i DTEC V,Ahmedabad,10700.06,2015,77000,Diesel,Manual,First,26.0,1498,98.6,5.0,,Honda
3020,Hyundai Tucson CRDi,Delhi,2682.68,2006,80000,Diesel,Manual,Second,12.6,1991,112.0,7.0,,Hyundai
3021,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,7281.56,2013,81755,Diesel,Manual,First,20.0,1968,108.5,5.0,,Skoda
3022,Toyota Fortuner 3.0 Diesel,Hyderabad,36024.56,2016,99593,Diesel,Manual,First,11.5,2982,171.0,7.0,,Toyota
3023,Hyundai Verna 1.6 SX,Hyderabad,11481.87,2014,39791,Diesel,Manual,First,22.32,1582,126.32,5.0,,Hyundai
3024,Mahindra XUV500 W6 2WD,Hyderabad,16632.62,2015,113000,Diesel,Manual,First,15.1,2179,140.0,7.0,,Mahindra
3025,Renault KWID RXT,Mumbai,5365.36,2017,24000,Petrol,Manual,First,25.17,799,53.3,5.0,,Renault
3026,Hyundai i20 Asta 1.2,Bangalore,9657.65,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5.0,,Hyundai
3027,Honda City V AT,Bangalore,10347.48,2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5.0,,Honda
3028,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,44271.88,2017,61108,Diesel,Automatic,First,10.91,3198,197.0,7.0,,Ford
3029,Skoda Superb Elegance 1.8 TSI AT,Kochi,21814.02,2016,61648,Petrol,Automatic,First,13.7,1798,157.75,5.0,,Skoda
3030,BMW 3 Series 320d Sport,Mumbai,22994.4,2012,37000,Diesel,Automatic,Third,22.69,1995,190.0,5.0,,BMW
3031,Maruti Ertiga VXI CNG,Mumbai,8891.17,2013,53000,CNG,Manual,First,22.8,1373,80.9,7.0,,Maruti
3032,Maruti Ritz LDi,Jaipur,5748.6,2013,65000,Diesel,Manual,First,23.2,1248,73.94,5.0,,Maruti
3034,Toyota Fortuner 3.0 Diesel,Jaipur,19545.24,2011,148009,Diesel,Manual,Second,11.5,2982,171.0,7.0,,Toyota
3035,Maruti Swift Lxi BSIII,Mumbai,2989.27,2009,53001,Petrol,Manual,First,16.1,1298,88.2,5.0,,Maruti
3036,Tata Tigor 1.2 Revotron XT,Mumbai,7588.15,2018,22345,Petrol,Manual,First,20.3,1199,84.0,5.0,,Tata
3037,Honda City i VTEC CVT VX,Delhi,12646.92,2015,50000,Petrol,Automatic,First,18.0,1497,117.3,5.0,,Honda
3038,BMW 3 Series 320d,Hyderabad,32176.83,2013,48183,Diesel,Automatic,First,13.2,1995,170.0,5.0,,BMW
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,26826.8,2010,93000,Diesel,Automatic,Second,14.21,2143,203.0,5.0,,Mercedes-Benz
3040,Maruti Swift VDI,Kochi,8216.67,2015,53500,Diesel,Manual,First,28.4,1248,74.0,5.0,7.88,Maruti
3041,Maruti Ertiga VXI,Delhi,9734.3,2014,17585,Petrol,Manual,First,16.02,1373,93.7,7.0,,Maruti
3042,Hyundai Verna 1.6 VTVT,Kolkata,4522.23,2011,36226,Petrol,Manual,First,17.01,1591,121.3,5.0,,Hyundai
3043,Land Rover Discovery Sport TD4 HSE,Coimbatore,85385.87,2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5.0,,Land
3045,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,57486.0,2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5.0,,Mercedes-Benz
3046,Hyundai i10 Magna 1.2,Kochi,6239.15,2017,49045,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
3047,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,4583.55,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,,Volkswagen
3048,Maruti Vitara Brezza VDi Option,Delhi,12110.38,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5.0,,Maruti
3049,Renault Duster 85PS Diesel RxL,Mumbai,11481.87,2016,36600,Diesel,Manual,First,19.87,1461,83.8,5.0,,Renault
3050,Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,1686.26,2009,117000,Diesel,Manual,First,18.0,1248,75.0,5.0,,Tata
3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,85845.76,2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7.0,,Mercedes-Benz
3052,Hyundai Xcent 1.2 CRDi S,Mumbai,5365.36,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5.0,8.84,Hyundai
3053,Hyundai Verna CRDi SX ABS,Hyderabad,4598.88,2008,150000,Diesel,Manual,First,18.1,1493,110.0,5.0,,Hyundai
3054,Hyundai Verna 1.6 SX VTVT,Mumbai,9351.06,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5.0,,Hyundai
3055,Ford Figo Petrol ZXI,Bangalore,3449.16,2010,102016,Petrol,Manual,First,15.6,1196,70.0,5.0,,Ford
3056,Maruti Swift VDI Optional,Chennai,9121.11,2016,38000,Diesel,Manual,First,25.2,1248,74.0,5.0,,Maruti
3057,Renault Pulse RxL,Hyderabad,7588.15,2013,71491,Diesel,Manual,First,23.08,1461,63.12,5.0,,Renault
3058,Volkswagen Polo 1.2 MPI Highline,Bangalore,8415.95,2015,46354,Petrol,Manual,Second,16.47,1198,74.0,5.0,,Volkswagen
3059,BMW 3 Series 320d Luxury Line,Delhi,10224.84,2019,87000,Diesel,Automatic,First,22.69,1995,190.0,5.0,52.46,BMW
3060,Skoda Rapid 1.6 MPI Active,Ahmedabad,9581.0,2015,20765,Petrol,Manual,First,15.0,1598,103.52,5.0,,Skoda
3062,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,53469.64,2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7.0,,Audi
3063,Maruti Ciaz VDi Plus,Jaipur,10577.42,2016,84085,Diesel,Manual,First,26.21,1248,88.5,5.0,,Maruti
3064,Honda City i DTEC VX,Kolkata,9182.43,2014,55000,Diesel,Manual,First,25.1,1498,98.6,5.0,,Honda
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,15942.78,2010,73000,Petrol,Automatic,First,10.93,3498,272.0,5.0,,Mercedes-Benz
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,44455.84,2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5.0,,Audi
3067,Mahindra Xylo H4,Coimbatore,8967.82,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7.0,11.67,Mahindra
3068,Honda City 1.5 EXI AT,Kochi,3387.84,2006,99583,Petrol,Automatic,Third,12.0,1493,100.0,5.0,,Honda
3069,Maruti SX4 ZXI MT BSIV,Mumbai,3679.1,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5.0,,Maruti
3070,Toyota Corolla Altis G,Pune,4598.88,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5.0,,Toyota
3071,Volkswagen Vento Petrol Highline AT,Pune,5748.6,2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5.0,,Volkswagen
3072,Hyundai EON Era Plus,Pune,4522.23,2015,66510,Petrol,Manual,First,21.1,814,55.2,5.0,,Hyundai
3073,Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,8891.17,2011,84062,Diesel,Manual,First,20.0,1968,108.5,5.0,,Skoda
3074,Maruti Swift VDI,Hyderabad,7511.5,2012,80799,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,25983.67,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5.0,22.37,Toyota
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,19162.0,2013,92000,Diesel,Manual,First,12.99,2494,100.0,8.0,,Toyota
3077,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,7664.8,2017,53000,Diesel,Manual,First,27.28,1047,69.0,5.0,,Tata
3078,Skoda Rapid 1.6 MPI Ambition,Mumbai,7174.25,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5.0,12.02,Skoda
3079,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,45682.21,2016,29000,Diesel,Automatic,First,10.91,3198,197.0,7.0,,Ford
3080,Renault KWID RXL,Kochi,5304.04,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5.0,3.95,Renault
3081,Hyundai i20 1.4 Asta CRDi with AVN,Pune,6131.84,2012,75000,Diesel,Manual,First,23.0,1396,90.0,5.0,,Hyundai
3082,Skoda Laura Ambiente,Chennai,6898.32,2012,77216,Diesel,Manual,Second,17.5,1896,106.0,5.0,,Skoda
3083,Toyota Corolla Altis Diesel D4DG,Kochi,8998.48,2013,74290,Diesel,Manual,First,21.43,1364,87.2,5.0,,Toyota
3084,Mahindra Scorpio S8 8 Seater,Delhi,14563.12,2015,61000,Diesel,Manual,First,15.4,2179,120.0,8.0,,Mahindra
3085,Audi Q5 2.0 TDI Premium Plus,Chennai,49821.2,2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5.0,,Audi
3086,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,5947.88,2014,74041,Diesel,Manual,First,18.2,1248,73.8,8.0,,Chevrolet
3087,BMW 3 Series 320d,Coimbatore,20051.12,2013,85846,Diesel,Automatic,First,22.69,1995,190.0,5.0,48.79,BMW
3088,Nissan Sunny 2011-2014 Diesel XV,Delhi,5365.36,2012,52000,Diesel,Manual,First,21.64,1461,84.8,5.0,,Nissan
3089,Honda Accord 2.4 MT,Mumbai,5365.36,2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5.0,,Honda
3090,Hyundai Verna CRDi,Bangalore,6821.67,2010,72010,Diesel,Manual,First,16.8,1493,110.0,5.0,,Hyundai
3091,Maruti Omni E MPI STD BS IV,Jaipur,3602.46,2015,15000,Petrol,Manual,First,16.8,796,34.2,8.0,,Maruti
3092,Honda City i VTEC SV,Kolkata,7664.8,2015,480000,Petrol,Manual,First,17.4,1497,117.3,5.0,,Honda
3094,Ford Fiesta 1.4 ZXi Leather,Chennai,3065.92,2007,75000,Petrol,Manual,Second,16.6,1388,68.0,5.0,,Ford
3095,Hyundai i20 1.4 Asta,Mumbai,9734.3,2015,57000,Diesel,Manual,First,22.54,1396,88.73,5.0,,Hyundai
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,37756.8,2015,41057,Diesel,Automatic,First,13.0,2143,201.1,5.0,,Mercedes-Benz
3097,Maruti Wagon R LXI CNG,Pune,4598.88,2012,92000,CNG,Manual,Second,26.2,998,58.2,5.0,,Maruti
3098,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,12110.38,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5.0,,Ford
3099,Hyundai i20 1.2 Magna,Mumbai,4982.12,2011,52359,Petrol,Manual,First,18.5,1197,80.0,5.0,,Hyundai
3100,Honda City i VTEC V,Delhi,12646.92,2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5.0,,Honda
3101,Nissan Micra Diesel XV,Kolkata,4368.94,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5.0,,Nissan
3102,Ford Figo Diesel EXI,Pune,4905.47,2010,129986,Diesel,Manual,Second,20.0,1399,68.0,5.0,,Ford
3103,Nissan Micra XL,Kolkata,2682.68,2013,45000,Petrol,Manual,First,18.44,1198,75.0,5.0,,Nissan
3105,Honda Accord 2.4 MT,Ahmedabad,8814.52,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5.0,,Honda
3106,Skoda Superb Elegance 1.8 TSI AT,Mumbai,7204.91,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5.0,,Skoda
3107,Maruti Omni 8 Seater BSIV,Hyderabad,4445.58,2017,21260,Petrol,Manual,First,14.0,796,35.0,5.0,,Maruti
3108,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,6515.08,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5.0,,Hyundai
3109,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,22227.92,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5.0,,Hyundai
3110,Maruti Swift VDI BSIV,Kochi,8186.01,2016,45725,Diesel,Manual,First,25.2,1248,74.0,5.0,,Maruti
3111,Maruti Swift LDI BSIV,Jaipur,5901.9,2014,105000,Diesel,Manual,First,25.2,1248,74.0,5.0,,Maruti
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,13030.16,2009,156056,Diesel,Manual,First,12.8,2494,102.0,8.0,,Toyota
3113,Hyundai Xcent 1.1 CRDi Base,Mumbai,6438.43,2016,135000,Diesel,Manual,First,24.4,1120,71.0,5.0,,Hyundai
3114,Maruti Ertiga Paseo VDI,Delhi,10347.48,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7.0,,Maruti
3115,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,39856.96,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7.0,,Ford
3116,Hyundai i20 1.4 Sportz,Coimbatore,13198.79,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5.0,,Hyundai
3117,Maruti Zen Estilo LXI BS IV,Mumbai,2238.12,2009,47000,Petrol,Manual,First,19.0,998,67.1,5.0,,Maruti
3118,Maruti Ritz VDi,Mumbai,4292.29,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5.0,,Maruti
3119,Maruti Alto K10 LXI CNG Optional,Kochi,6131.84,2018,44202,CNG,Manual,First,32.26,998,58.2,4.0,4.66,Maruti
3120,Honda City 1.5 S MT,Mumbai,8385.29,2014,58000,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
3121,Maruti Swift Dzire ZXi,Mumbai,3755.75,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5.0,,Maruti
3122,BMW X1 sDrive 20d Sportline,Hyderabad,32958.64,2014,45000,Diesel,Automatic,First,17.05,1995,184.0,5.0,,BMW
3123,Tata Manza Aqua Safire,Mumbai,2115.48,2010,41195,Petrol,Manual,First,15.0,1368,90.0,5.0,,Tata
3124,Mahindra XUV500 W10 2WD,Chennai,20694.96,2016,89000,Diesel,Manual,First,16.0,2179,140.0,7.0,,Mahindra
3125,Hyundai i10 Sportz AT,Bangalore,4752.18,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5.0,,Hyundai
3126,Maruti Baleno Sigma 1.2,Mumbai,8415.95,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5.0,,Maruti
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,14578.45,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5.0,11.29,Maruti
3128,Ford Figo Petrol ZXI,Mumbai,3663.77,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5.0,,Ford
3129,Maruti Wagon R CNG LXI,Delhi,4982.12,2014,74663,CNG,Manual,First,33.54,998,67.04,5.0,5.35,Maruti
3130,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,8661.22,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5.0,,Volkswagen
3131,Mahindra Xylo D2 BS III,Ahmedabad,2835.98,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7.0,,Mahindra
3132,Porsche Cayenne Base,Kochi,3096.58,2019,14298,Petrol,Automatic,First,13.33,2995,340.0,5.0,1.36,Porsche
3133,Maruti Swift Dzire VDi,Hyderabad,8891.17,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5.0,,Maruti
3134,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,10577.42,2017,22857,Petrol,Manual,First,16.2,1199,74.0,5.0,,Volkswagen
3135,Hyundai Verna 1.6 VTVT,Chennai,8201.34,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5.0,,Hyundai
3136,Hyundai i10 Era 1.1,Bangalore,4368.94,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5.0,,Hyundai
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,34874.84,2014,81000,Diesel,Automatic,First,13.0,2143,204.0,5.0,,Mercedes-Benz
3138,Maruti Zen LXI,Jaipur,689.83,1998,95150,Petrol,Manual,Third,17.3,993,60.0,5.0,,Maruti
3139,Hyundai i10 Sportz,Coimbatore,7112.93,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
3140,Honda Amaze S i-Dtech,Coimbatore,8078.7,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
3141,Tata Safari Storme VX,Jaipur,15329.6,2016,36000,Diesel,Manual,First,14.1,2179,148.0,7.0,,Tata
3142,Honda Brio 1.2 S MT,Mumbai,6055.19,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5.0,6.23,Honda
3143,Hyundai i20 Asta,Kochi,5181.4,2010,30754,Petrol,Manual,First,17.0,1197,80.0,5.0,,Hyundai
3144,Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,25753.73,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5.0,,Volkswagen
3145,Honda Jazz Select Edition,Kolkata,3050.59,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5.0,,Honda
3146,Hyundai Grand i10 Sportz,Coimbatore,8952.49,2017,33284,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
3147,Jaguar XF Diesel,Coimbatore,55416.5,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5.0,,Jaguar
3148,Jaguar XF 2.2 Litre Luxury,Kolkata,39397.07,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5.0,,Jaguar
3149,Mahindra XUV500 W8 2WD,Coimbatore,14164.55,2013,130790,Diesel,Manual,First,16.0,2179,140.0,7.0,,Mahindra
3150,Maruti S Cross DDiS 320 Alpha,Delhi,11727.14,2015,16607,Diesel,Manual,First,22.7,1598,118.0,5.0,,Maruti
3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,38799.22,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5.0,,Audi
3152,Renault Duster 110PS Diesel RxZ,Delhi,7281.56,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5.0,,Renault
3153,Maruti Swift Dzire VXI,Coimbatore,10255.5,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5.0,,Maruti
3154,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,4752.18,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5.0,,Volkswagen
3155,Maruti Omni 8 Seater BSII,Jaipur,2376.09,2012,65000,Petrol,Manual,First,19.7,796,35.0,8.0,,Maruti
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,10485.45,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5.0,7.98,Hyundai
3157,Tata Nano Twist XT,Hyderabad,2452.74,2014,16810,Petrol,Manual,First,25.4,624,37.5,4.0,,Tata
3158,Audi A4 30 TFSI Premium Plus,Kochi,33311.22,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5.0,47.16,Audi
3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,7281.56,2015,22000,Petrol,Manual,First,16.47,1198,74.0,5.0,,Volkswagen
3160,Maruti Alto 800 LXI,Chennai,3755.75,2015,63714,Petrol,Manual,First,22.74,796,47.3,5.0,,Maruti
3161,Mini Cooper 5 DOOR D,Kochi,48364.89,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5.0,41.98,Mini
3162,Audi A4 New 2.0 TDI Multitronic,Delhi,15712.84,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,,Audi
3163,Ford Endeavour Titanium 4X2,Coimbatore,41941.79,2019,14648,Diesel,Manual,First,12.62,2198,158.0,7.0,35.29,Ford
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,9964.24,2013,100000,Petrol,Manual,Second,15.8,1499,110.0,5.0,,Ford
3165,Hyundai Grand i10 Magna,Jaipur,6515.08,2016,22000,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
3166,Chevrolet Sail 1.2 LS,Mumbai,8431.28,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5.0,,Chevrolet
3167,Maruti Swift Dzire LXI,Kolkata,6131.84,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5.0,,Maruti
3168,Tata Zest Revotron 1.2T XM,Kochi,7128.26,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5.0,7.63,Tata
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,43689.36,2015,15000,Diesel,Automatic,First,19.27,2143,170.0,5.0,,Mercedes-Benz
3170,Chevrolet Cruze LTZ,Coimbatore,10899.35,2014,80073,Diesel,Manual,First,17.3,1998,163.7,5.0,,Chevrolet
3171,Maruti Ritz VDi,Hyderabad,5978.54,2013,85388,Diesel,Manual,First,21.1,1248,73.9,5.0,,Maruti
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,8584.58,2017,14700,Petrol,Manual,First,18.9,1197,81.86,5.0,,Hyundai
3173,Maruti Dzire LDI,Pune,3449.16,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5.0,7.91,Maruti
3174,Hyundai Verna 1.6 SX,Kolkata,5978.54,2011,34994,Diesel,Manual,First,22.32,1582,126.32,5.0,,Hyundai
3175,Jaguar XF Diesel,Coimbatore,43888.64,2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5.0,,Jaguar
